,county,state,cases,deaths,year,month,day
12869,Imperial,California,12700,335,2020,October,25
12927,Imperial,California,12882,335,2020,October,26
12985,Imperial,California,12967,335,2020,October,27
13043,Imperial,California,12983,335,2020,October,28
13101,Imperial,California,13023,337,2020,October,29
13159,Imperial,California,13038,337,2020,October,30
13217,Imperial,California,13038,337,2020,October,31
13275,Imperial,California,13038,337,2020,November,1
13333,Imperial,California,13198,337,2020,November,2
13391,Imperial,California,13260,337,2020,November,3
13449,Imperial,California,13284,337,2020,November,4
13507,Imperial,California,13330,339,2020,November,5
13565,Imperial,California,13398,340,2020,November,6
13623,Imperial,California,13398,340,2020,November,7
13681,Imperial,California,13398,340,2020,November,8
13739,Imperial,California,13490,340,2020,November,9
13797,Imperial,California,13697,340,2020,November,10
13855,Imperial,California,13697,340,2020,November,11
13913,Imperial,California,13789,342,2020,November,12
13971,Imperial,California,13846,347,2020,November,13
14029,Imperial,California,13846,347,2020,November,14
14087,Imperial,California,13932,347,2020,November,15
14145,Imperial,California,14135,350,2020,November,16
14203,Imperial,California,14301,350,2020,November,17
14261,Imperial,California,14431,352,2020,November,18
14319,Imperial,California,14644,352,2020,November,19
14377,Imperial,California,14720,352,2020,November,20
14435,Imperial,California,14864,352,2020,November,21
14493,Imperial,California,15053,352,2020,November,22
14551,Imperial,California,15257,354,2020,November,23
14609,Imperial,California,15568,354,2020,November,24
14667,Imperial,California,15725,355,2020,November,25
14725,Imperial,California,15725,355,2020,November,26
14783,Imperial,California,15862,355,2020,November,27
14841,Imperial,California,15960,355,2020,November,28
14899,Imperial,California,16019,355,2020,November,29
14957,Imperial,California,16272,355,2020,November,30
15015,Imperial,California,16364,355,2020,December,1
15073,Imperial,California,16429,355,2020,December,2
15131,Imperial,California,16507,357,2020,December,3
15189,Imperial,California,16555,359,2020,December,4
15247,Imperial,California,16555,359,2020,December,5
15305,Imperial,California,16555,359,2020,December,6
15363,Imperial,California,17084,359,2020,December,7
15421,Imperial,California,17400,359,2020,December,8
15479,Imperial,California,17733,366,2020,December,9
15537,Imperial,California,17913,370,2020,December,10
15595,Imperial,California,18333,372,2020,December,11
15653,Imperial,California,18599,372,2020,December,12
15711,Imperial,California,18947,372,2020,December,13
15769,Imperial,California,19472,375,2020,December,14
15827,Imperial,California,19608,379,2020,December,15
15885,Imperial,California,19756,387,2020,December,16
15943,Imperial,California,20003,393,2020,December,17
16001,Imperial,California,20208,393,2020,December,18
16059,Imperial,California,20430,393,2020,December,19
16117,Imperial,California,20711,393,2020,December,20
16175,Imperial,California,20882,395,2020,December,21
16233,Imperial,California,20994,399,2020,December,22
16291,Imperial,California,21128,401,2020,December,23
16349,Imperial,California,21323,405,2020,December,24
16407,Imperial,California,21545,405,2020,December,25
16465,Imperial,California,21646,405,2020,December,26
16523,Imperial,California,21734,405,2020,December,27
16581,Imperial,California,21934,405,2020,December,28
16639,Imperial,California,22003,410,2020,December,29
16697,Imperial,California,22128,413,2020,December,30
16755,Imperial,California,22267,419,2020,December,31
16813,Imperial,California,22494,419,2021,January,1
16871,Imperial,California,22715,419,2021,January,2
16929,Imperial,California,22867,419,2021,January,3
16987,Imperial,California,22951,419,2021,January,4
17045,Imperial,California,23035,433,2021,January,5
17103,Imperial,California,23165,436,2021,January,6
17161,Imperial,California,23400,443,2021,January,7
17219,Imperial,California,23608,445,2021,January,8
17277,Imperial,California,23751,445,2021,January,9
17335,Imperial,California,24028,445,2021,January,10
17393,Imperial,California,24233,445,2021,January,11
17451,Imperial,California,24418,448,2021,January,12
17509,Imperial,California,24566,453,2021,January,13
17567,Imperial,California,24717,459,2021,January,14
17625,Imperial,California,24882,462,2021,January,15
17683,Imperial,California,24944,462,2021,January,16
17741,Imperial,California,25140,462,2021,January,17
17799,Imperial,California,25253,462,2021,January,18
17857,Imperial,California,25317,464,2021,January,19
17915,Imperial,California,25333,473,2021,January,20
17973,Imperial,California,25380,485,2021,January,21
18031,Imperial,California,25509,492,2021,January,22
18089,Imperial,California,25562,492,2021,January,23
18147,Imperial,California,25581,492,2021,January,24
18205,Imperial,California,25707,509,2021,January,25
18263,Imperial,California,25745,509,2021,January,26
18321,Imperial,California,25812,513,2021,January,27
18379,Imperial,California,25861,527,2021,January,28
18437,Imperial,California,25984,531,2021,January,29
18495,Imperial,California,26045,531,2021,January,30
18553,Imperial,California,26160,531,2021,January,31
18611,Imperial,California,26206,548,2021,February,1
18669,Imperial,California,26224,550,2021,February,2
18727,Imperial,California,26317,550,2021,February,3
18785,Imperial,California,26363,550,2021,February,4
18843,Imperial,California,26411,559,2021,February,5
18901,Imperial,California,26474,559,2021,February,6
18959,Imperial,California,26514,559,2021,February,7
19017,Imperial,California,26518,560,2021,February,8
19075,Imperial,California,26526,572,2021,February,9
19133,Imperial,California,26549,573,2021,February,10
19191,Imperial,California,26589,583,2021,February,11
19249,Imperial,California,26616,583,2021,February,12
19307,Imperial,California,26646,583,2021,February,13
19365,Imperial,California,26680,583,2021,February,14
19423,Imperial,California,26696,583,2021,February,15
19481,Imperial,California,26779,583,2021,February,16
19539,Imperial,California,26797,583,2021,February,17
19597,Imperial,California,26817,583,2021,February,18
19655,Imperial,California,26840,583,2021,February,19
19713,Imperial,California,26840,583,2021,February,20
19771,Imperial,California,26840,583,2021,February,21
19829,Imperial,California,26840,583,2021,February,22
19887,Imperial,California,26840,585,2021,February,23
19945,Imperial,California,26840,584,2021,February,24
20003,Imperial,California,26843,585,2021,February,25
20061,Imperial,California,26855,586,2021,February,26
20119,Imperial,California,26888,590,2021,February,27
20177,Imperial,California,26903,590,2021,February,28
20235,Imperial,California,26909,632,2021,March,1
20293,Imperial,California,26913,635,2021,March,2
20351,Imperial,California,26926,635,2021,March,3
20409,Imperial,California,26939,635,2021,March,4
20467,Imperial,California,26946,638,2021,March,5
20525,Imperial,California,26970,638,2021,March,6
20583,Imperial,California,27009,638,2021,March,7
20641,Imperial,California,27019,658,2021,March,8
20699,Imperial,California,27033,658,2021,March,9
20757,Imperial,California,27045,663,2021,March,10
20815,Imperial,California,27051,675,2021,March,11
20873,Imperial,California,27045,677,2021,March,12
20931,Imperial,California,27071,677,2021,March,13
20989,Imperial,California,27099,677,2021,March,14
21047,Imperial,California,27122,684,2021,March,15
21105,Imperial,California,27122,683,2021,March,16
21163,Imperial,California,27143,688,2021,March,17
21221,Imperial,California,27168,690,2021,March,18
21279,Imperial,California,27190,694,2021,March,19
21337,Imperial,California,27218,694,2021,March,20
21395,Imperial,California,27239,694,2021,March,21
21453,Imperial,California,27267,698,2021,March,22
21511,Imperial,California,27302,711,2021,March,23
21569,Imperial,California,27320,711,2021,March,24
21627,Imperial,California,27325,711,2021,March,25
21685,Imperial,California,27352,711,2021,March,26
21743,Imperial,California,27374,711,2021,March,27
21801,Imperial,California,27406,711,2021,March,28
21859,Imperial,California,27426,711,2021,March,29
21917,Imperial,California,27442,711,2021,March,30
21975,Imperial,California,27471,711,2021,March,31
22033,Imperial,California,27506,711,2021,April,1
22091,Imperial,California,27520,711,2021,April,2
22149,Imperial,California,27553,711,2021,April,3
22207,Imperial,California,27572,711,2021,April,4
22265,Imperial,California,27588,711,2021,April,5
22323,Imperial,California,27604,711,2021,April,6
22381,Imperial,California,27661,712,2021,April,7
22439,Imperial,California,27704,712,2021,April,8
22497,Imperial,California,27744,712,2021,April,9
22555,Imperial,California,27764,716,2021,April,10
22613,Imperial,California,27816,716,2021,April,11
22671,Imperial,California,27841,716,2021,April,12
22729,Imperial,California,27851,716,2021,April,13
22787,Imperial,California,27887,717,2021,April,14
22845,Imperial,California,27907,717,2021,April,15
22903,Imperial,California,27920,717,2021,April,16
22961,Imperial,California,27962,718,2021,April,17
23019,Imperial,California,27987,718,2021,April,18
23077,Imperial,California,27991,718,2021,April,19
23135,Imperial,California,27995,718,2021,April,20
23193,Imperial,California,28024,718,2021,April,21
23251,Imperial,California,28052,718,2021,April,22
821,Inyo,California,1,0,2020,March,25
865,Inyo,California,2,0,2020,March,26
910,Inyo,California,5,0,2020,March,27
957,Inyo,California,5,0,2020,March,28
1004,Inyo,California,8,0,2020,March,29
1053,Inyo,California,8,0,2020,March,30
1102,Inyo,California,8,0,2020,March,31
1152,Inyo,California,9,0,2020,April,1
1204,Inyo,California,10,1,2020,April,2
1256,Inyo,California,10,0,2020,April,3
1309,Inyo,California,10,0,2020,April,4
1361,Inyo,California,11,0,2020,April,5
1413,Inyo,California,11,0,2020,April,6
1466,Inyo,California,11,0,2020,April,7
1520,Inyo,California,11,0,2020,April,8
1573,Inyo,California,11,0,2020,April,9
1626,Inyo,California,12,0,2020,April,10
1679,Inyo,California,12,0,2020,April,11
1732,Inyo,California,12,0,2020,April,12
1785,Inyo,California,12,0,2020,April,13
1838,Inyo,California,12,0,2020,April,14
1891,Inyo,California,17,0,2020,April,15
1944,Inyo,California,17,0,2020,April,16
1997,Inyo,California,18,0,2020,April,17
2050,Inyo,California,18,0,2020,April,18
2103,Inyo,California,18,0,2020,April,19
2156,Inyo,California,18,0,2020,April,20
2209,Inyo,California,18,0,2020,April,21
2262,Inyo,California,19,0,2020,April,22
2315,Inyo,California,19,0,2020,April,23
2368,Inyo,California,19,1,2020,April,24
2421,Inyo,California,19,1,2020,April,25
2474,Inyo,California,19,1,2020,April,26
2527,Inyo,California,20,1,2020,April,27
2580,Inyo,California,20,1,2020,April,28
2634,Inyo,California,20,1,2020,April,29
2688,Inyo,California,20,1,2020,April,30
2742,Inyo,California,20,1,2020,May,1
2796,Inyo,California,20,1,2020,May,2
2850,Inyo,California,20,1,2020,May,3
2904,Inyo,California,20,1,2020,May,4
2958,Inyo,California,20,1,2020,May,5
3012,Inyo,California,20,1,2020,May,6
3066,Inyo,California,20,1,2020,May,7
3120,Inyo,California,20,1,2020,May,8
3174,Inyo,California,20,1,2020,May,9
3229,Inyo,California,20,1,2020,May,10
3284,Inyo,California,20,1,2020,May,11
3340,Inyo,California,20,1,2020,May,12
3395,Inyo,California,20,1,2020,May,13
3450,Inyo,California,20,1,2020,May,14
3505,Inyo,California,20,1,2020,May,15
3561,Inyo,California,20,1,2020,May,16
3616,Inyo,California,20,1,2020,May,17
3671,Inyo,California,20,1,2020,May,18
3726,Inyo,California,20,1,2020,May,19
3781,Inyo,California,20,1,2020,May,20
3836,Inyo,California,20,1,2020,May,21
3891,Inyo,California,20,1,2020,May,22
3947,Inyo,California,20,1,2020,May,23
4004,Inyo,California,20,1,2020,May,24
4061,Inyo,California,20,1,2020,May,25
4118,Inyo,California,20,1,2020,May,26
4175,Inyo,California,20,1,2020,May,27
4232,Inyo,California,20,1,2020,May,28
4289,Inyo,California,20,1,2020,May,29
4346,Inyo,California,20,1,2020,May,30
4403,Inyo,California,20,1,2020,May,31
4460,Inyo,California,20,1,2020,June,1
4517,Inyo,California,20,1,2020,June,2
4574,Inyo,California,20,1,2020,June,3
4631,Inyo,California,20,1,2020,June,4
4688,Inyo,California,20,1,2020,June,5
4745,Inyo,California,21,1,2020,June,6
4802,Inyo,California,21,1,2020,June,7
4859,Inyo,California,21,1,2020,June,8
4916,Inyo,California,22,1,2020,June,9
4973,Inyo,California,22,1,2020,June,10
5030,Inyo,California,23,1,2020,June,11
5087,Inyo,California,23,1,2020,June,12
5144,Inyo,California,23,1,2020,June,13
5201,Inyo,California,23,1,2020,June,14
5258,Inyo,California,23,1,2020,June,15
5315,Inyo,California,23,1,2020,June,16
5372,Inyo,California,24,1,2020,June,17
5429,Inyo,California,25,1,2020,June,18
5486,Inyo,California,25,1,2020,June,19
5543,Inyo,California,26,1,2020,June,20
5600,Inyo,California,26,1,2020,June,21
5657,Inyo,California,26,1,2020,June,22
5714,Inyo,California,26,1,2020,June,23
5771,Inyo,California,26,1,2020,June,24
5828,Inyo,California,28,1,2020,June,25
5885,Inyo,California,27,1,2020,June,26
5942,Inyo,California,29,1,2020,June,27
5999,Inyo,California,29,1,2020,June,28
6056,Inyo,California,29,1,2020,June,29
6113,Inyo,California,29,1,2020,June,30
6170,Inyo,California,30,1,2020,July,1
6227,Inyo,California,30,1,2020,July,2
6284,Inyo,California,29,1,2020,July,3
6341,Inyo,California,32,1,2020,July,4
6398,Inyo,California,32,1,2020,July,5
6455,Inyo,California,32,1,2020,July,6
6512,Inyo,California,32,1,2020,July,7
6569,Inyo,California,32,1,2020,July,8
6626,Inyo,California,35,1,2020,July,9
6683,Inyo,California,35,1,2020,July,10
6740,Inyo,California,35,1,2020,July,11
6797,Inyo,California,35,1,2020,July,12
6854,Inyo,California,35,1,2020,July,13
6911,Inyo,California,35,1,2020,July,14
6968,Inyo,California,35,1,2020,July,15
7025,Inyo,California,36,1,2020,July,16
7082,Inyo,California,38,1,2020,July,17
7139,Inyo,California,38,1,2020,July,18
7196,Inyo,California,38,1,2020,July,19
7253,Inyo,California,38,1,2020,July,20
7310,Inyo,California,38,1,2020,July,21
7367,Inyo,California,38,1,2020,July,22
7424,Inyo,California,38,1,2020,July,23
7481,Inyo,California,38,1,2020,July,24
7538,Inyo,California,41,1,2020,July,25
7595,Inyo,California,43,1,2020,July,26
7652,Inyo,California,43,1,2020,July,27
7709,Inyo,California,43,1,2020,July,28
7766,Inyo,California,43,1,2020,July,29
7824,Inyo,California,44,1,2020,July,30
7882,Inyo,California,44,1,2020,July,31
7940,Inyo,California,45,1,2020,August,1
7998,Inyo,California,45,1,2020,August,2
8056,Inyo,California,45,1,2020,August,3
8114,Inyo,California,57,1,2020,August,4
8172,Inyo,California,59,1,2020,August,5
8230,Inyo,California,62,1,2020,August,6
8288,Inyo,California,62,1,2020,August,7
8346,Inyo,California,81,1,2020,August,8
8404,Inyo,California,86,1,2020,August,9
8462,Inyo,California,86,1,2020,August,10
8520,Inyo,California,97,3,2020,August,11
8578,Inyo,California,97,3,2020,August,12
8636,Inyo,California,97,3,2020,August,13
8694,Inyo,California,97,3,2020,August,14
8752,Inyo,California,115,3,2020,August,15
8810,Inyo,California,123,3,2020,August,16
8868,Inyo,California,125,3,2020,August,17
8926,Inyo,California,124,8,2020,August,18
8984,Inyo,California,124,8,2020,August,19
9042,Inyo,California,140,9,2020,August,20
9100,Inyo,California,144,9,2020,August,21
9158,Inyo,California,144,11,2020,August,22
9216,Inyo,California,144,11,2020,August,23
9274,Inyo,California,144,11,2020,August,24
9332,Inyo,California,144,11,2020,August,25
9390,Inyo,California,144,13,2020,August,26
9448,Inyo,California,157,13,2020,August,27
9506,Inyo,California,157,13,2020,August,28
9564,Inyo,California,160,13,2020,August,29
9622,Inyo,California,160,13,2020,August,30
9680,Inyo,California,160,13,2020,August,31
9738,Inyo,California,160,13,2020,September,1
9796,Inyo,California,171,14,2020,September,2
9854,Inyo,California,171,14,2020,September,3
9912,Inyo,California,171,14,2020,September,4
9970,Inyo,California,169,13,2020,September,5
10028,Inyo,California,169,13,2020,September,6
10086,Inyo,California,169,13,2020,September,7
10144,Inyo,California,169,13,2020,September,8
10202,Inyo,California,169,13,2020,September,9
10260,Inyo,California,173,13,2020,September,10
10318,Inyo,California,176,14,2020,September,11
10376,Inyo,California,176,14,2020,September,12
10434,Inyo,California,177,14,2020,September,13
10492,Inyo,California,176,14,2020,September,14
10550,Inyo,California,176,14,2020,September,15
10608,Inyo,California,176,14,2020,September,16
10666,Inyo,California,176,14,2020,September,17
10724,Inyo,California,176,14,2020,September,18
10782,Inyo,California,177,14,2020,September,19
10840,Inyo,California,177,14,2020,September,20
10898,Inyo,California,177,14,2020,September,21
10956,Inyo,California,177,14,2020,September,22
11014,Inyo,California,177,14,2020,September,23
11072,Inyo,California,177,15,2020,September,24
11130,Inyo,California,187,15,2020,September,25
11188,Inyo,California,187,15,2020,September,26
11246,Inyo,California,187,15,2020,September,27
11304,Inyo,California,188,15,2020,September,28
11362,Inyo,California,188,15,2020,September,29
11420,Inyo,California,188,15,2020,September,30
11478,Inyo,California,189,15,2020,October,1
11536,Inyo,California,191,15,2020,October,2
11594,Inyo,California,191,15,2020,October,3
11652,Inyo,California,194,15,2020,October,4
11710,Inyo,California,195,15,2020,October,5
11768,Inyo,California,197,15,2020,October,6
11826,Inyo,California,198,15,2020,October,7
11884,Inyo,California,199,15,2020,October,8
11942,Inyo,California,199,15,2020,October,9
12000,Inyo,California,200,15,2020,October,10
12058,Inyo,California,201,15,2020,October,11
12116,Inyo,California,201,15,2020,October,12
12174,Inyo,California,201,15,2020,October,13
12232,Inyo,California,207,15,2020,October,14
12290,Inyo,California,209,15,2020,October,15
12348,Inyo,California,210,15,2020,October,16
12406,Inyo,California,212,15,2020,October,17
12464,Inyo,California,212,15,2020,October,18
12522,Inyo,California,215,15,2020,October,19
12580,Inyo,California,218,15,2020,October,20
12638,Inyo,California,218,15,2020,October,21
12696,Inyo,California,220,15,2020,October,22
12754,Inyo,California,220,15,2020,October,23
12812,Inyo,California,226,15,2020,October,24
12870,Inyo,California,226,15,2020,October,25
12928,Inyo,California,226,15,2020,October,26
12986,Inyo,California,226,15,2020,October,27
13044,Inyo,California,231,15,2020,October,28
13102,Inyo,California,238,15,2020,October,29
13160,Inyo,California,238,15,2020,October,30
13218,Inyo,California,241,15,2020,October,31
13276,Inyo,California,241,15,2020,November,1
13334,Inyo,California,241,15,2020,November,2
13392,Inyo,California,243,15,2020,November,3
13450,Inyo,California,244,15,2020,November,4
13508,Inyo,California,247,15,2020,November,5
13566,Inyo,California,247,15,2020,November,6
13624,Inyo,California,246,15,2020,November,7
13682,Inyo,California,252,15,2020,November,8
13740,Inyo,California,252,15,2020,November,9
13798,Inyo,California,252,15,2020,November,10
13856,Inyo,California,252,15,2020,November,11
13914,Inyo,California,255,15,2020,November,12
13972,Inyo,California,255,15,2020,November,13
14030,Inyo,California,262,16,2020,November,14
14088,Inyo,California,263,16,2020,November,15
14146,Inyo,California,263,16,2020,November,16
14204,Inyo,California,263,16,2020,November,17
14262,Inyo,California,263,16,2020,November,18
14320,Inyo,California,262,16,2020,November,19
14378,Inyo,California,262,16,2020,November,20
14436,Inyo,California,262,16,2020,November,21
14494,Inyo,California,283,16,2020,November,22
14552,Inyo,California,279,16,2020,November,23
14610,Inyo,California,279,16,2020,November,24
14668,Inyo,California,282,16,2020,November,25
14726,Inyo,California,289,16,2020,November,26
14784,Inyo,California,289,16,2020,November,27
14842,Inyo,California,289,16,2020,November,28
14900,Inyo,California,289,16,2020,November,29
14958,Inyo,California,289,16,2020,November,30
15016,Inyo,California,304,16,2020,December,1
15074,Inyo,California,304,16,2020,December,2
15132,Inyo,California,314,16,2020,December,3
15190,Inyo,California,321,16,2020,December,4
15248,Inyo,California,324,16,2020,December,5
15306,Inyo,California,332,16,2020,December,6
15364,Inyo,California,333,16,2020,December,7
15422,Inyo,California,333,16,2020,December,8
15480,Inyo,California,333,16,2020,December,9
15538,Inyo,California,356,16,2020,December,10
15596,Inyo,California,365,17,2020,December,11
15654,Inyo,California,372,17,2020,December,12
15712,Inyo,California,380,17,2020,December,13
15770,Inyo,California,380,17,2020,December,14
15828,Inyo,California,382,18,2020,December,15
15886,Inyo,California,394,18,2020,December,16
15944,Inyo,California,444,19,2020,December,17
16002,Inyo,California,450,19,2020,December,18
16060,Inyo,California,454,19,2020,December,19
16118,Inyo,California,475,19,2020,December,20
16176,Inyo,California,476,19,2020,December,21
16234,Inyo,California,482,19,2020,December,22
16292,Inyo,California,506,20,2020,December,23
16350,Inyo,California,517,20,2020,December,24
16408,Inyo,California,532,20,2020,December,25
16466,Inyo,California,546,20,2020,December,26
16524,Inyo,California,554,20,2020,December,27
16582,Inyo,California,565,20,2020,December,28
16640,Inyo,California,569,20,2020,December,29
16698,Inyo,California,571,20,2020,December,30
16756,Inyo,California,571,20,2020,December,31
16814,Inyo,California,591,20,2021,January,1
16872,Inyo,California,606,20,2021,January,2
16930,Inyo,California,609,20,2021,January,3
16988,Inyo,California,615,20,2021,January,4
17046,Inyo,California,623,22,2021,January,5
17104,Inyo,California,627,22,2021,January,6
17162,Inyo,California,630,27,2021,January,7
17220,Inyo,California,656,27,2021,January,8
17278,Inyo,California,682,27,2021,January,9
17336,Inyo,California,734,27,2021,January,10
17394,Inyo,California,748,27,2021,January,11
17452,Inyo,California,763,27,2021,January,12
17510,Inyo,California,773,27,2021,January,13
17568,Inyo,California,785,27,2021,January,14
17626,Inyo,California,790,27,2021,January,15
17684,Inyo,California,814,29,2021,January,16
17742,Inyo,California,845,29,2021,January,17
17800,Inyo,California,864,29,2021,January,18
17858,Inyo,California,872,29,2021,January,19
17916,Inyo,California,891,29,2021,January,20
17974,Inyo,California,901,29,2021,January,21
18032,Inyo,California,946,29,2021,January,22
18090,Inyo,California,961,29,2021,January,23
18148,Inyo,California,987,29,2021,January,24
18206,Inyo,California,1007,29,2021,January,25
18264,Inyo,California,1015,29,2021,January,26
18322,Inyo,California,1018,29,2021,January,27
18380,Inyo,California,1023,29,2021,January,28
18438,Inyo,California,1039,29,2021,January,29
18496,Inyo,California,1048,29,2021,January,30
18554,Inyo,California,1068,29,2021,January,31
18612,Inyo,California,1072,29,2021,February,1
18670,Inyo,California,1072,29,2021,February,2
18728,Inyo,California,1074,29,2021,February,3
18786,Inyo,California,1071,29,2021,February,4
18844,Inyo,California,1084,29,2021,February,5
18902,Inyo,California,1104,29,2021,February,6
18960,Inyo,California,1113,29,2021,February,7
19018,Inyo,California,1124,29,2021,February,8
19076,Inyo,California,1126,32,2021,February,9
19134,Inyo,California,1137,34,2021,February,10
19192,Inyo,California,1138,34,2021,February,11
19250,Inyo,California,1144,34,2021,February,12
19308,Inyo,California,1156,34,2021,February,13
19366,Inyo,California,1168,34,2021,February,14
19424,Inyo,California,1177,34,2021,February,15
19482,Inyo,California,1184,34,2021,February,16
19540,Inyo,California,1191,34,2021,February,17
19598,Inyo,California,1197,34,2021,February,18
19656,Inyo,California,1213,34,2021,February,19
19714,Inyo,California,1212,34,2021,February,20
19772,Inyo,California,1226,34,2021,February,21
19830,Inyo,California,1232,34,2021,February,22
19888,Inyo,California,1248,34,2021,February,23
19946,Inyo,California,1250,35,2021,February,24
20004,Inyo,California,1253,36,2021,February,25
20062,Inyo,California,1264,36,2021,February,26
20120,Inyo,California,1271,37,2021,February,27
20178,Inyo,California,1275,37,2021,February,28
20236,Inyo,California,1282,37,2021,March,1
20294,Inyo,California,1285,37,2021,March,2
20352,Inyo,California,1292,37,2021,March,3
20410,Inyo,California,1294,37,2021,March,4
20468,Inyo,California,1300,37,2021,March,5
20526,Inyo,California,1309,37,2021,March,6
20584,Inyo,California,1312,37,2021,March,7
20642,Inyo,California,1320,37,2021,March,8
20700,Inyo,California,1320,37,2021,March,9
20758,Inyo,California,1324,37,2021,March,10
20816,Inyo,California,1328,37,2021,March,11
20874,Inyo,California,1335,37,2021,March,12
20932,Inyo,California,1339,35,2021,March,13
20990,Inyo,California,1344,35,2021,March,14
21048,Inyo,California,1346,35,2021,March,15
21106,Inyo,California,1346,35,2021,March,16
21164,Inyo,California,1346,35,2021,March,17
21222,Inyo,California,1351,35,2021,March,18
21280,Inyo,California,1354,35,2021,March,19
21338,Inyo,California,1356,35,2021,March,20
21396,Inyo,California,1362,35,2021,March,21
21454,Inyo,California,1363,35,2021,March,22
21512,Inyo,California,1363,35,2021,March,23
21570,Inyo,California,1364,35,2021,March,24
21628,Inyo,California,1368,35,2021,March,25
21686,Inyo,California,1369,35,2021,March,26
21744,Inyo,California,1369,35,2021,March,27
21802,Inyo,California,1372,35,2021,March,28
21860,Inyo,California,1372,35,2021,March,29
21918,Inyo,California,1372,35,2021,March,30
21976,Inyo,California,1374,35,2021,March,31
22034,Inyo,California,1373,35,2021,April,1
22092,Inyo,California,1374,36,2021,April,2
22150,Inyo,California,1377,36,2021,April,3
22208,Inyo,California,1376,36,2021,April,4
22266,Inyo,California,1377,36,2021,April,5
22324,Inyo,California,1377,36,2021,April,6
22382,Inyo,California,1379,36,2021,April,7
22440,Inyo,California,1386,36,2021,April,8
22498,Inyo,California,1386,36,2021,April,9
22556,Inyo,California,1386,36,2021,April,10
22614,Inyo,California,1387,36,2021,April,11
22672,Inyo,California,1390,36,2021,April,12
22730,Inyo,California,1390,36,2021,April,13
22788,Inyo,California,1391,36,2021,April,14
22846,Inyo,California,1392,36,2021,April,15
22904,Inyo,California,1393,36,2021,April,16
22962,Inyo,California,1392,36,2021,April,17
23020,Inyo,California,1392,36,2021,April,18
23078,Inyo,California,1392,36,2021,April,19
23136,Inyo,California,1392,36,2021,April,20
23194,Inyo,California,1393,36,2021,April,21
23252,Inyo,California,1392,36,2021,April,22
522,Kern,California,1,0,2020,March,17
554,Kern,California,1,0,2020,March,18
587,Kern,California,2,0,2020,March,19
622,Kern,California,2,0,2020,March,20
659,Kern,California,4,0,2020,March,21
698,Kern,California,5,0,2020,March,22
738,Kern,California,5,0,2020,March,23
779,Kern,California,14,0,2020,March,24
822,Kern,California,24,0,2020,March,25
866,Kern,California,33,0,2020,March,26
911,Kern,California,41,1,2020,March,27
958,Kern,California,47,1,2020,March,28
1005,Kern,California,51,1,2020,March,29
1054,Kern,California,76,1,2020,March,30
1103,Kern,California,101,1,2020,March,31
1153,Kern,California,110,1,2020,April,1
1205,Kern,California,155,1,2020,April,2
1257,Kern,California,199,2,2020,April,3
1310,Kern,California,205,2,2020,April,4
1362,Kern,California,225,2,2020,April,5
1414,Kern,California,246,2,2020,April,6
1467,Kern,California,267,2,2020,April,7
1521,Kern,California,309,2,2020,April,8
1574,Kern,California,330,3,2020,April,9
1627,Kern,California,363,3,2020,April,10
1680,Kern,California,369,3,2020,April,11
1733,Kern,California,396,3,2020,April,12
1786,Kern,California,454,3,2020,April,13
1839,Kern,California,524,3,2020,April,14
1892,Kern,California,553,3,2020,April,15
1945,Kern,California,553,3,2020,April,16
1998,Kern,California,553,3,2020,April,17
2051,Kern,California,619,3,2020,April,18
2104,Kern,California,623,3,2020,April,19
2157,Kern,California,643,3,2020,April,20
2210,Kern,California,671,3,2020,April,21
2263,Kern,California,671,3,2020,April,22
2316,Kern,California,713,4,2020,April,23
2369,Kern,California,744,4,2020,April,24
2422,Kern,California,764,4,2020,April,25
2475,Kern,California,809,4,2020,April,26
2528,Kern,California,837,5,2020,April,27
2581,Kern,California,865,5,2020,April,28
2635,Kern,California,882,6,2020,April,29
2689,Kern,California,910,7,2020,April,30
2743,Kern,California,941,8,2020,May,1
2797,Kern,California,972,8,2020,May,2
2851,Kern,California,1007,8,2020,May,3
2905,Kern,California,1025,8,2020,May,4
2959,Kern,California,1047,11,2020,May,5
3013,Kern,California,1084,11,2020,May,6
3067,Kern,California,1133,14,2020,May,7
3121,Kern,California,1176,15,2020,May,8
3175,Kern,California,1238,16,2020,May,9
3230,Kern,California,1264,16,2020,May,10
3285,Kern,California,1300,16,2020,May,11
3341,Kern,California,1331,17,2020,May,12
3396,Kern,California,1363,21,2020,May,13
3451,Kern,California,1403,22,2020,May,14
3506,Kern,California,1438,25,2020,May,15
3562,Kern,California,1483,25,2020,May,16
3617,Kern,California,1525,25,2020,May,17
3672,Kern,California,1562,26,2020,May,18
3727,Kern,California,1596,26,2020,May,19
3782,Kern,California,1615,26,2020,May,20
3837,Kern,California,1654,27,2020,May,21
3892,Kern,California,1705,28,2020,May,22
3948,Kern,California,1767,30,2020,May,23
4005,Kern,California,1834,31,2020,May,24
4062,Kern,California,1881,31,2020,May,25
4119,Kern,California,1890,31,2020,May,26
4176,Kern,California,1951,36,2020,May,27
4233,Kern,California,2017,37,2020,May,28
4290,Kern,California,2086,37,2020,May,29
4347,Kern,California,2155,38,2020,May,30
4404,Kern,California,2260,38,2020,May,31
4461,Kern,California,2332,38,2020,June,1
4518,Kern,California,2386,39,2020,June,2
4575,Kern,California,2428,40,2020,June,3
4632,Kern,California,2472,45,2020,June,4
4689,Kern,California,2544,45,2020,June,5
4746,Kern,California,2660,46,2020,June,6
