,county,state,cases,deaths,year,month,day
186,Alameda,California,1,0,2020,March,1
198,Alameda,California,1,0,2020,March,2
212,Alameda,California,2,0,2020,March,3
227,Alameda,California,2,0,2020,March,4
242,Alameda,California,2,0,2020,March,5
257,Alameda,California,3,0,2020,March,6
273,Alameda,California,3,0,2020,March,7
293,Alameda,California,3,0,2020,March,8
313,Alameda,California,24,0,2020,March,9
334,Alameda,California,25,0,2020,March,10
357,Alameda,California,25,0,2020,March,11
381,Alameda,California,29,0,2020,March,12
406,Alameda,California,29,0,2020,March,13
432,Alameda,California,29,0,2020,March,14
459,Alameda,California,37,0,2020,March,15
488,Alameda,California,40,0,2020,March,16
518,Alameda,California,49,0,2020,March,17
550,Alameda,California,53,0,2020,March,18
583,Alameda,California,57,0,2020,March,19
616,Alameda,California,67,0,2020,March,20
651,Alameda,California,87,0,2020,March,21
690,Alameda,California,127,0,2020,March,22
730,Alameda,California,139,1,2020,March,23
770,Alameda,California,151,2,2020,March,24
812,Alameda,California,156,2,2020,March,25
856,Alameda,California,199,4,2020,March,26
900,Alameda,California,241,4,2020,March,27
946,Alameda,California,277,6,2020,March,28
993,Alameda,California,291,6,2020,March,29
1041,Alameda,California,304,7,2020,March,30
1090,Alameda,California,334,7,2020,March,31
1140,Alameda,California,380,8,2020,April,1
1191,Alameda,California,417,9,2020,April,2
1243,Alameda,California,464,12,2020,April,3
1296,Alameda,California,464,12,2020,April,4
1348,Alameda,California,587,12,2020,April,5
1400,Alameda,California,609,13,2020,April,6
1453,Alameda,California,655,15,2020,April,7
1507,Alameda,California,695,16,2020,April,8
1560,Alameda,California,734,17,2020,April,9
1613,Alameda,California,766,20,2020,April,10
1666,Alameda,California,827,21,2020,April,11
1719,Alameda,California,864,23,2020,April,12
1772,Alameda,California,907,23,2020,April,13
1825,Alameda,California,908,23,2020,April,14
1878,Alameda,California,983,36,2020,April,15
1931,Alameda,California,1069,40,2020,April,16
1984,Alameda,California,1084,40,2020,April,17
2037,Alameda,California,1135,41,2020,April,18
2090,Alameda,California,1185,42,2020,April,19
2143,Alameda,California,1212,42,2020,April,20
2196,Alameda,California,1260,43,2020,April,21
2249,Alameda,California,1260,43,2020,April,22
2302,Alameda,California,1350,48,2020,April,23
2355,Alameda,California,1422,48,2020,April,24
2408,Alameda,California,1458,52,2020,April,25
2461,Alameda,California,1489,52,2020,April,26
2514,Alameda,California,1519,56,2020,April,27
2567,Alameda,California,1554,59,2020,April,28
2621,Alameda,California,1589,59,2020,April,29
2675,Alameda,California,1624,63,2020,April,30
2729,Alameda,California,1657,63,2020,May,1
2783,Alameda,California,1726,63,2020,May,2
2837,Alameda,California,1770,63,2020,May,3
2891,Alameda,California,1797,65,2020,May,4
2945,Alameda,California,1830,66,2020,May,5
2999,Alameda,California,1884,69,2020,May,6
3053,Alameda,California,1938,69,2020,May,7
3107,Alameda,California,1982,70,2020,May,8
3161,Alameda,California,2044,72,2020,May,9
3216,Alameda,California,2085,75,2020,May,10
3271,Alameda,California,2122,75,2020,May,11
3327,Alameda,California,2154,75,2020,May,12
3382,Alameda,California,2199,80,2020,May,13
3437,Alameda,California,2202,80,2020,May,14
3492,Alameda,California,2321,84,2020,May,15
3548,Alameda,California,2372,85,2020,May,16
3603,Alameda,California,2413,85,2020,May,17
3658,Alameda,California,2478,85,2020,May,18
3713,Alameda,California,2543,88,2020,May,19
3768,Alameda,California,2581,88,2020,May,20
3823,Alameda,California,2630,90,2020,May,21
3878,Alameda,California,2729,90,2020,May,22
3934,Alameda,California,2788,92,2020,May,23
3991,Alameda,California,2868,93,2020,May,24
4048,Alameda,California,2895,93,2020,May,25
4105,Alameda,California,3007,93,2020,May,26
4162,Alameda,California,3070,97,2020,May,27
4219,Alameda,California,3118,97,2020,May,28
4276,Alameda,California,3216,102,2020,May,29
4333,Alameda,California,3310,103,2020,May,30
4390,Alameda,California,3411,103,2020,May,31
4447,Alameda,California,3491,104,2020,June,1
4504,Alameda,California,3536,104,2020,June,2
4561,Alameda,California,3569,104,2020,June,3
4618,Alameda,California,3662,104,2020,June,4
4675,Alameda,California,3746,104,2020,June,5
4732,Alameda,California,3826,104,2020,June,6
4789,Alameda,California,3895,104,2020,June,7
4846,Alameda,California,3966,104,2020,June,8
4903,Alameda,California,4006,110,2020,June,9
4960,Alameda,California,4054,110,2020,June,10
5017,Alameda,California,4140,110,2020,June,11
5074,Alameda,California,4237,110,2020,June,12
5131,Alameda,California,4237,110,2020,June,13
5188,Alameda,California,4341,112,2020,June,14
5245,Alameda,California,4394,112,2020,June,15
5302,Alameda,California,4502,112,2020,June,16
5359,Alameda,California,4554,116,2020,June,17
5416,Alameda,California,4659,117,2020,June,18
5473,Alameda,California,4723,118,2020,June,19
5530,Alameda,California,4826,118,2020,June,20
5587,Alameda,California,4826,119,2020,June,21
5644,Alameda,California,5028,120,2020,June,22
5701,Alameda,California,5161,121,2020,June,23
5758,Alameda,California,5296,122,2020,June,24
5815,Alameda,California,5403,128,2020,June,25
5872,Alameda,California,5514,130,2020,June,26
5929,Alameda,California,5523,130,2020,June,27
5986,Alameda,California,5691,133,2020,June,28
6043,Alameda,California,5783,133,2020,June,29
6100,Alameda,California,5985,135,2020,June,30
6157,Alameda,California,6177,136,2020,July,1
6214,Alameda,California,6405,138,2020,July,2
6271,Alameda,California,6493,140,2020,July,3
6328,Alameda,California,6577,140,2020,July,4
6385,Alameda,California,6876,140,2020,July,5
6442,Alameda,California,6908,140,2020,July,6
6499,Alameda,California,6991,140,2020,July,7
6556,Alameda,California,7266,142,2020,July,8
6613,Alameda,California,7428,146,2020,July,9
6670,Alameda,California,7506,147,2020,July,10
6727,Alameda,California,7746,148,2020,July,11
6784,Alameda,California,7866,148,2020,July,12
6841,Alameda,California,8077,148,2020,July,13
6898,Alameda,California,8342,152,2020,July,14
6955,Alameda,California,8499,154,2020,July,15
7012,Alameda,California,8648,154,2020,July,16
7069,Alameda,California,8879,161,2020,July,17
7126,Alameda,California,9131,162,2020,July,18
7183,Alameda,California,9258,162,2020,July,19
7240,Alameda,California,9277,162,2020,July,20
7297,Alameda,California,9404,167,2020,July,21
7354,Alameda,California,9664,171,2020,July,22
7411,Alameda,California,9890,173,2020,July,23
7468,Alameda,California,10235,178,2020,July,24
7525,Alameda,California,10351,178,2020,July,25
7582,Alameda,California,10391,178,2020,July,26
7639,Alameda,California,10510,178,2020,July,27
7696,Alameda,California,10666,181,2020,July,28
7753,Alameda,California,10896,181,2020,July,29
7811,Alameda,California,11198,182,2020,July,30
7869,Alameda,California,11324,182,2020,July,31
7927,Alameda,California,11505,189,2020,August,1
7985,Alameda,California,11611,189,2020,August,2
8043,Alameda,California,11867,189,2020,August,3
8101,Alameda,California,11930,192,2020,August,4
8159,Alameda,California,12157,193,2020,August,5
8217,Alameda,California,12161,193,2020,August,6
8275,Alameda,California,12161,193,2020,August,7
8333,Alameda,California,12826,193,2020,August,8
8391,Alameda,California,13108,193,2020,August,9
8449,Alameda,California,13262,193,2020,August,10
8507,Alameda,California,13685,205,2020,August,11
8565,Alameda,California,14120,212,2020,August,12
8623,Alameda,California,14250,216,2020,August,13
8681,Alameda,California,14579,219,2020,August,14
8739,Alameda,California,14930,219,2020,August,15
8797,Alameda,California,15186,221,2020,August,16
8855,Alameda,California,15359,221,2020,August,17
8913,Alameda,California,15475,224,2020,August,18
8971,Alameda,California,15857,228,2020,August,19
9029,Alameda,California,16205,231,2020,August,20
9087,Alameda,California,16490,234,2020,August,21
9145,Alameda,California,16714,234,2020,August,22
9203,Alameda,California,16744,234,2020,August,23
9261,Alameda,California,16807,234,2020,August,24
9319,Alameda,California,17296,240,2020,August,25
9377,Alameda,California,17406,243,2020,August,26
9435,Alameda,California,17642,244,2020,August,27
9493,Alameda,California,17868,247,2020,August,28
9551,Alameda,California,17868,247,2020,August,29
9609,Alameda,California,18061,258,2020,August,30
9667,Alameda,California,18208,257,2020,August,31
9725,Alameda,California,18466,257,2020,September,1
9783,Alameda,California,18716,274,2020,September,2
9841,Alameda,California,18873,295,2020,September,3
9899,Alameda,California,18998,296,2020,September,4
9957,Alameda,California,19152,299,2020,September,5
10015,Alameda,California,19152,299,2020,September,6
10073,Alameda,California,19371,300,2020,September,7
10131,Alameda,California,19517,303,2020,September,8
10189,Alameda,California,19617,303,2020,September,9
10247,Alameda,California,19731,303,2020,September,10
10305,Alameda,California,19840,320,2020,September,11
10363,Alameda,California,19858,320,2020,September,12
10421,Alameda,California,20012,332,2020,September,13
10479,Alameda,California,20043,332,2020,September,14
10537,Alameda,California,20118,356,2020,September,15
10595,Alameda,California,20118,356,2020,September,16
10653,Alameda,California,20183,365,2020,September,17
10711,Alameda,California,20385,370,2020,September,18
10769,Alameda,California,20515,374,2020,September,19
10827,Alameda,California,20579,374,2020,September,20
10885,Alameda,California,20662,374,2020,September,21
10943,Alameda,California,20769,390,2020,September,22
11001,Alameda,California,20860,395,2020,September,23
11059,Alameda,California,20972,397,2020,September,24
11117,Alameda,California,21049,404,2020,September,25
11175,Alameda,California,21157,406,2020,September,26
11233,Alameda,California,21210,406,2020,September,27
11291,Alameda,California,21261,406,2020,September,28
11349,Alameda,California,21344,408,2020,September,29
11407,Alameda,California,21404,412,2020,September,30
11465,Alameda,California,21479,420,2020,October,1
11523,Alameda,California,21529,420,2020,October,2
11581,Alameda,California,21642,426,2020,October,3
11639,Alameda,California,21729,426,2020,October,4
11697,Alameda,California,21767,425,2020,October,5
11755,Alameda,California,21830,427,2020,October,6
11813,Alameda,California,21866,440,2020,October,7
11871,Alameda,California,21959,440,2020,October,8
11929,Alameda,California,21963,440,2020,October,9
11987,Alameda,California,22093,441,2020,October,10
12045,Alameda,California,22170,441,2020,October,11
12103,Alameda,California,22237,436,2020,October,12
12161,Alameda,California,22300,431,2020,October,13
12219,Alameda,California,22346,442,2020,October,14
12277,Alameda,California,22391,442,2020,October,15
12335,Alameda,California,22429,439,2020,October,16
12393,Alameda,California,22480,442,2020,October,17
12451,Alameda,California,22657,442,2020,October,18
12509,Alameda,California,22759,433,2020,October,19
12567,Alameda,California,22828,433,2020,October,20
12625,Alameda,California,22953,435,2020,October,21
12683,Alameda,California,23022,456,2020,October,22
12741,Alameda,California,23154,456,2020,October,23
12799,Alameda,California,23236,460,2020,October,24
12857,Alameda,California,23333,461,2020,October,25
12915,Alameda,California,23412,461,2020,October,26
12973,Alameda,California,23492,462,2020,October,27
13031,Alameda,California,23597,462,2020,October,28
13089,Alameda,California,23657,463,2020,October,29
13147,Alameda,California,23796,463,2020,October,30
13205,Alameda,California,23897,464,2020,October,31
13263,Alameda,California,24015,464,2020,November,1
13321,Alameda,California,24116,464,2020,November,2
13379,Alameda,California,24183,466,2020,November,3
13437,Alameda,California,24254,466,2020,November,4
13495,Alameda,California,24391,465,2020,November,5
13553,Alameda,California,24439,471,2020,November,6
13611,Alameda,California,24685,475,2020,November,7
13669,Alameda,California,24872,475,2020,November,8
13727,Alameda,California,25022,475,2020,November,9
13785,Alameda,California,25131,475,2020,November,10
13843,Alameda,California,25270,483,2020,November,11
13901,Alameda,California,25421,486,2020,November,12
13959,Alameda,California,25620,486,2020,November,13
14017,Alameda,California,25781,489,2020,November,14
14075,Alameda,California,25893,490,2020,November,15
14133,Alameda,California,26068,490,2020,November,16
14191,Alameda,California,26481,493,2020,November,17
14249,Alameda,California,26676,494,2020,November,18
14307,Alameda,California,26948,495,2020,November,19
14365,Alameda,California,27244,499,2020,November,20
14423,Alameda,California,27456,499,2020,November,21
14481,Alameda,California,27506,499,2020,November,22
14539,Alameda,California,27643,499,2020,November,23
14597,Alameda,California,27878,499,2020,November,24
14655,Alameda,California,28246,502,2020,November,25
14713,Alameda,California,28399,502,2020,November,26
14771,Alameda,California,28878,505,2020,November,27
14829,Alameda,California,29137,511,2020,November,28
14887,Alameda,California,29497,512,2020,November,29
14945,Alameda,California,29939,512,2020,November,30
15003,Alameda,California,29993,514,2020,December,1
15061,Alameda,California,30351,520,2020,December,2
15119,Alameda,California,31001,522,2020,December,3
15177,Alameda,California,31225,522,2020,December,4
15235,Alameda,California,31892,522,2020,December,5
15293,Alameda,California,32802,522,2020,December,6
15351,Alameda,California,33498,522,2020,December,7
15409,Alameda,California,33908,525,2020,December,8
15467,Alameda,California,34394,526,2020,December,9
15525,Alameda,California,35068,533,2020,December,10
15583,Alameda,California,35707,538,2020,December,11
15641,Alameda,California,36302,542,2020,December,12
15699,Alameda,California,37048,542,2020,December,13
15757,Alameda,California,38239,546,2020,December,14
15815,Alameda,California,39273,558,2020,December,15
15873,Alameda,California,40047,563,2020,December,16
15931,Alameda,California,40772,563,2020,December,17
15989,Alameda,California,41569,574,2020,December,18
16047,Alameda,California,42217,585,2020,December,19
16105,Alameda,California,43130,587,2020,December,20
16163,Alameda,California,44025,588,2020,December,21
16221,Alameda,California,44777,609,2020,December,22
16279,Alameda,California,45772,616,2020,December,23
16337,Alameda,California,46774,619,2020,December,24
16395,Alameda,California,47548,619,2020,December,25
16453,Alameda,California,48386,625,2020,December,26
16511,Alameda,California,49105,625,2020,December,27
16569,Alameda,California,49817,625,2020,December,28
16627,Alameda,California,50426,625,2020,December,29
16685,Alameda,California,50967,625,2020,December,30
16743,Alameda,California,51611,657,2020,December,31
16801,Alameda,California,52496,657,2021,January,1
16859,Alameda,California,53539,656,2021,January,2
16917,Alameda,California,54539,656,2021,January,3
16975,Alameda,California,55094,656,2021,January,4
17033,Alameda,California,55920,681,2021,January,5
17091,Alameda,California,56453,697,2021,January,6
17149,Alameda,California,57102,713,2021,January,7
17207,Alameda,California,57942,729,2021,January,8
17265,Alameda,California,59193,732,2021,January,9
17323,Alameda,California,60146,732,2021,January,10
17381,Alameda,California,61132,736,2021,January,11
17439,Alameda,California,62067,763,2021,January,12
17497,Alameda,California,62964,776,2021,January,13
17555,Alameda,California,63887,776,2021,January,14
17613,Alameda,California,64781,768,2021,January,15
17671,Alameda,California,65700,757,2021,January,16
17729,Alameda,California,66604,757,2021,January,17
17787,Alameda,California,67396,764,2021,January,18
17845,Alameda,California,67973,765,2021,January,19
17903,Alameda,California,68670,788,2021,January,20
17961,Alameda,California,69128,842,2021,January,21
18019,Alameda,California,69575,856,2021,January,22
18077,Alameda,California,69714,886,2021,January,23
18135,Alameda,California,70355,894,2021,January,24
18193,Alameda,California,70844,896,2021,January,25
18251,Alameda,California,71319,906,2021,January,26
18309,Alameda,California,72045,929,2021,January,27
18367,Alameda,California,72618,937,2021,January,28
18425,Alameda,California,73136,959,2021,January,29
18483,Alameda,California,73563,974,2021,January,30
18541,Alameda,California,73792,980,2021,January,31
18599,Alameda,California,74108,982,2021,February,1
18657,Alameda,California,74682,991,2021,February,2
18715,Alameda,California,74980,999,2021,February,3
18773,Alameda,California,75196,1021,2021,February,4
18831,Alameda,California,75443,1030,2021,February,5
18889,Alameda,California,75758,1037,2021,February,6
18947,Alameda,California,76191,1041,2021,February,7
19005,Alameda,California,76669,1041,2021,February,8
19063,Alameda,California,77130,1051,2021,February,9
19121,Alameda,California,77237,1063,2021,February,10
19179,Alameda,California,77653,1064,2021,February,11
19237,Alameda,California,77947,1088,2021,February,12
19295,Alameda,California,78306,1120,2021,February,13
19353,Alameda,California,78377,1120,2021,February,14
19411,Alameda,California,78735,1121,2021,February,15
19469,Alameda,California,78904,1122,2021,February,16
19527,Alameda,California,79037,1125,2021,February,17
19585,Alameda,California,79113,1126,2021,February,18
19643,Alameda,California,79318,1171,2021,February,19
19701,Alameda,California,79492,1175,2021,February,20
19759,Alameda,California,79560,1200,2021,February,21
19817,Alameda,California,79670,1200,2021,February,22
19875,Alameda,California,79817,1200,2021,February,23
19933,Alameda,California,79969,1218,2021,February,24
19991,Alameda,California,80109,1224,2021,February,25
20049,Alameda,California,80300,1241,2021,February,26
20107,Alameda,California,80517,1241,2021,February,27
20165,Alameda,California,80689,1242,2021,February,28
20223,Alameda,California,80798,1242,2021,March,1
20281,Alameda,California,80894,1244,2021,March,2
20339,Alameda,California,80971,1271,2021,March,3
20397,Alameda,California,81107,1281,2021,March,4
20455,Alameda,California,81189,1285,2021,March,5
20513,Alameda,California,81276,1289,2021,March,6
20571,Alameda,California,81366,1292,2021,March,7
20629,Alameda,California,81454,1293,2021,March,8
20687,Alameda,California,81594,1301,2021,March,9
20745,Alameda,California,81679,1311,2021,March,10
20803,Alameda,California,81768,1324,2021,March,11
20861,Alameda,California,81887,1327,2021,March,12
20919,Alameda,California,81990,1325,2021,March,13
20977,Alameda,California,82055,1329,2021,March,14
21035,Alameda,California,82137,1328,2021,March,15
21093,Alameda,California,82189,1330,2021,March,16
21151,Alameda,California,82280,1358,2021,March,17
21209,Alameda,California,82389,1366,2021,March,18
21267,Alameda,California,82481,1366,2021,March,19
21325,Alameda,California,82561,1356,2021,March,20
21383,Alameda,California,82635,1369,2021,March,21
21441,Alameda,California,82705,1369,2021,March,22
21499,Alameda,California,82769,1370,2021,March,23
21557,Alameda,California,82839,1377,2021,March,24
21615,Alameda,California,82892,1392,2021,March,25
21673,Alameda,California,82966,1395,2021,March,26
21731,Alameda,California,83064,1395,2021,March,27
21789,Alameda,California,83190,1395,2021,March,28
21847,Alameda,California,83264,1399,2021,March,29
21905,Alameda,California,83359,1401,2021,March,30
21963,Alameda,California,83416,1423,2021,March,31
22021,Alameda,California,83496,1423,2021,April,1
22079,Alameda,California,83595,1425,2021,April,2
22137,Alameda,California,83797,1425,2021,April,3
22195,Alameda,California,83882,1426,2021,April,4
22253,Alameda,California,83972,1426,2021,April,5
22311,Alameda,California,84028,1432,2021,April,6
22369,Alameda,California,84112,1432,2021,April,7
22427,Alameda,California,84151,1438,2021,April,8
22485,Alameda,California,84234,1438,2021,April,9
22543,Alameda,California,84469,1446,2021,April,10
22601,Alameda,California,84647,1446,2021,April,11
22659,Alameda,California,84777,1446,2021,April,12
22717,Alameda,California,84838,1447,2021,April,13
22775,Alameda,California,84942,1475,2021,April,14
22833,Alameda,California,85030,1475,2021,April,15
22891,Alameda,California,85110,1475,2021,April,16
22949,Alameda,California,85277,1477,2021,April,17
23007,Alameda,California,85388,1477,2021,April,18
23065,Alameda,California,85502,1477,2021,April,19
23123,Alameda,California,85604,1477,2021,April,20
23181,Alameda,California,85673,1477,2021,April,21
23239,Alameda,California,85783,1481,2021,April,22
1042,Alpine,California,1,0,2020,March,30
1091,Alpine,California,1,0,2020,March,31
1141,Alpine,California,1,0,2020,April,1
1192,Alpine,California,1,0,2020,April,2
1244,Alpine,California,1,0,2020,April,3
1297,Alpine,California,1,0,2020,April,4
1349,Alpine,California,1,0,2020,April,5
1401,Alpine,California,2,0,2020,April,6
1454,Alpine,California,2,0,2020,April,7
1508,Alpine,California,2,0,2020,April,8
1561,Alpine,California,2,0,2020,April,9
1614,Alpine,California,2,0,2020,April,10
1667,Alpine,California,2,0,2020,April,11
1720,Alpine,California,2,0,2020,April,12
1773,Alpine,California,2,0,2020,April,13
1826,Alpine,California,2,0,2020,April,14
1879,Alpine,California,2,0,2020,April,15
1932,Alpine,California,2,0,2020,April,16
1985,Alpine,California,1,0,2020,April,17
2038,Alpine,California,1,0,2020,April,18
2091,Alpine,California,1,0,2020,April,19
2144,Alpine,California,1,0,2020,April,20
2197,Alpine,California,1,0,2020,April,21
2250,Alpine,California,1,0,2020,April,22
2303,Alpine,California,1,0,2020,April,23
2356,Alpine,California,1,0,2020,April,24
2409,Alpine,California,1,0,2020,April,25
2462,Alpine,California,1,0,2020,April,26
2515,Alpine,California,1,0,2020,April,27
2568,Alpine,California,1,0,2020,April,28
2622,Alpine,California,1,0,2020,April,29
2676,Alpine,California,1,0,2020,April,30
2730,Alpine,California,1,0,2020,May,1
2784,Alpine,California,2,0,2020,May,2
2838,Alpine,California,2,0,2020,May,3
2892,Alpine,California,2,0,2020,May,4
2946,Alpine,California,2,0,2020,May,5
3000,Alpine,California,2,0,2020,May,6
3054,Alpine,California,2,0,2020,May,7
3108,Alpine,California,2,0,2020,May,8
3162,Alpine,California,2,0,2020,May,9
3217,Alpine,California,2,0,2020,May,10
3272,Alpine,California,2,0,2020,May,11
3328,Alpine,California,2,0,2020,May,12
3383,Alpine,California,2,0,2020,May,13
3438,Alpine,California,2,0,2020,May,14
3493,Alpine,California,2,0,2020,May,15
3549,Alpine,California,2,0,2020,May,16
3604,Alpine,California,2,0,2020,May,17
3659,Alpine,California,2,0,2020,May,18
3714,Alpine,California,2,0,2020,May,19
3769,Alpine,California,2,0,2020,May,20
3824,Alpine,California,2,0,2020,May,21
3879,Alpine,California,2,0,2020,May,22
3935,Alpine,California,2,0,2020,May,23
3992,Alpine,California,2,0,2020,May,24
4049,Alpine,California,2,0,2020,May,25
4106,Alpine,California,2,0,2020,May,26
4163,Alpine,California,2,0,2020,May,27
4220,Alpine,California,2,0,2020,May,28
4277,Alpine,California,2,0,2020,May,29
4334,Alpine,California,2,0,2020,May,30
4391,Alpine,California,2,0,2020,May,31
4448,Alpine,California,2,0,2020,June,1
4505,Alpine,California,2,0,2020,June,2
4562,Alpine,California,2,0,2020,June,3
4619,Alpine,California,2,0,2020,June,4
4676,Alpine,California,2,0,2020,June,5
4733,Alpine,California,2,0,2020,June,6
4790,Alpine,California,2,0,2020,June,7
4847,Alpine,California,2,0,2020,June,8
4904,Alpine,California,2,0,2020,June,9
4961,Alpine,California,2,0,2020,June,10
5018,Alpine,California,2,0,2020,June,11
5075,Alpine,California,1,0,2020,June,12
5132,Alpine,California,1,0,2020,June,13
5189,Alpine,California,1,0,2020,June,14
5246,Alpine,California,1,0,2020,June,15
5303,Alpine,California,1,0,2020,June,16
5360,Alpine,California,1,0,2020,June,17
5417,Alpine,California,1,0,2020,June,18
5474,Alpine,California,1,0,2020,June,19
5531,Alpine,California,1,0,2020,June,20
5588,Alpine,California,1,0,2020,June,21
5645,Alpine,California,1,0,2020,June,22
5702,Alpine,California,1,0,2020,June,23
5759,Alpine,California,1,0,2020,June,24
5816,Alpine,California,1,0,2020,June,25
5873,Alpine,California,1,0,2020,June,26
5930,Alpine,California,1,0,2020,June,27
5987,Alpine,California,1,0,2020,June,28
6044,Alpine,California,1,0,2020,June,29
6101,Alpine,California,1,0,2020,June,30
6158,Alpine,California,1,0,2020,July,1
6215,Alpine,California,1,0,2020,July,2
6272,Alpine,California,1,0,2020,July,3
6329,Alpine,California,1,0,2020,July,4
6386,Alpine,California,1,0,2020,July,5
6443,Alpine,California,1,0,2020,July,6
6500,Alpine,California,1,0,2020,July,7
6557,Alpine,California,1,0,2020,July,8
6614,Alpine,California,1,0,2020,July,9
6671,Alpine,California,1,0,2020,July,10
6728,Alpine,California,1,0,2020,July,11
6785,Alpine,California,1,0,2020,July,12
6842,Alpine,California,1,0,2020,July,13
6899,Alpine,California,1,0,2020,July,14
6956,Alpine,California,1,0,2020,July,15
7013,Alpine,California,2,0,2020,July,16
7070,Alpine,California,2,0,2020,July,17
7127,Alpine,California,2,0,2020,July,18
7184,Alpine,California,2,0,2020,July,19
7241,Alpine,California,2,0,2020,July,20
7298,Alpine,California,2,0,2020,July,21
7355,Alpine,California,2,0,2020,July,22
7412,Alpine,California,2,0,2020,July,23
7469,Alpine,California,2,0,2020,July,24
7526,Alpine,California,2,0,2020,July,25
7583,Alpine,California,2,0,2020,July,26
7640,Alpine,California,2,0,2020,July,27
7697,Alpine,California,2,0,2020,July,28
7754,Alpine,California,2,0,2020,July,29
7812,Alpine,California,2,0,2020,July,30
7870,Alpine,California,2,0,2020,July,31
7928,Alpine,California,2,0,2020,August,1
7986,Alpine,California,2,0,2020,August,2
8044,Alpine,California,2,0,2020,August,3
8102,Alpine,California,2,0,2020,August,4
8160,Alpine,California,2,0,2020,August,5
8218,Alpine,California,2,0,2020,August,6
8276,Alpine,California,2,0,2020,August,7
8334,Alpine,California,2,0,2020,August,8
8392,Alpine,California,2,0,2020,August,9
8450,Alpine,California,2,0,2020,August,10
8508,Alpine,California,2,0,2020,August,11
8566,Alpine,California,2,0,2020,August,12
8624,Alpine,California,2,0,2020,August,13
8682,Alpine,California,2,0,2020,August,14
8740,Alpine,California,2,0,2020,August,15
8798,Alpine,California,2,0,2020,August,16
8856,Alpine,California,2,0,2020,August,17
8914,Alpine,California,2,0,2020,August,18
8972,Alpine,California,2,0,2020,August,19
9030,Alpine,California,2,0,2020,August,20
9088,Alpine,California,2,0,2020,August,21
9146,Alpine,California,2,0,2020,August,22
9204,Alpine,California,2,0,2020,August,23
9262,Alpine,California,2,0,2020,August,24
9320,Alpine,California,2,0,2020,August,25
9378,Alpine,California,2,0,2020,August,26
9436,Alpine,California,2,0,2020,August,27
9494,Alpine,California,2,0,2020,August,28
9552,Alpine,California,2,0,2020,August,29
9610,Alpine,California,2,0,2020,August,30
9668,Alpine,California,2,0,2020,August,31
9726,Alpine,California,2,0,2020,September,1
9784,Alpine,California,2,0,2020,September,2
9842,Alpine,California,2,0,2020,September,3
9900,Alpine,California,2,0,2020,September,4
9958,Alpine,California,2,0,2020,September,5
10016,Alpine,California,2,0,2020,September,6
10074,Alpine,California,2,0,2020,September,7
10132,Alpine,California,2,0,2020,September,8
10190,Alpine,California,2,0,2020,September,9
10248,Alpine,California,2,0,2020,September,10
10306,Alpine,California,2,0,2020,September,11
10364,Alpine,California,2,0,2020,September,12
10422,Alpine,California,2,0,2020,September,13
10480,Alpine,California,2,0,2020,September,14
10538,Alpine,California,2,0,2020,September,15
10596,Alpine,California,2,0,2020,September,16
10654,Alpine,California,2,0,2020,September,17
10712,Alpine,California,2,0,2020,September,18
10770,Alpine,California,2,0,2020,September,19
10828,Alpine,California,2,0,2020,September,20
10886,Alpine,California,2,0,2020,September,21
10944,Alpine,California,2,0,2020,September,22
11002,Alpine,California,2,0,2020,September,23
11060,Alpine,California,2,0,2020,September,24
11118,Alpine,California,2,0,2020,September,25
11176,Alpine,California,2,0,2020,September,26
11234,Alpine,California,2,0,2020,September,27
11292,Alpine,California,2,0,2020,September,28
11350,Alpine,California,2,0,2020,September,29
11408,Alpine,California,2,0,2020,September,30
11466,Alpine,California,2,0,2020,October,1
11524,Alpine,California,2,0,2020,October,2
11582,Alpine,California,2,0,2020,October,3
11640,Alpine,California,2,0,2020,October,4
11698,Alpine,California,2,0,2020,October,5
11756,Alpine,California,2,0,2020,October,6
11814,Alpine,California,3,0,2020,October,7
11872,Alpine,California,3,0,2020,October,8
11930,Alpine,California,3,0,2020,October,9
11988,Alpine,California,3,0,2020,October,10
12046,Alpine,California,3,0,2020,October,11
12104,Alpine,California,3,0,2020,October,12
12162,Alpine,California,3,0,2020,October,13
12220,Alpine,California,3,0,2020,October,14
12278,Alpine,California,3,0,2020,October,15
12336,Alpine,California,3,0,2020,October,16
12394,Alpine,California,3,0,2020,October,17
12452,Alpine,California,3,0,2020,October,18
12510,Alpine,California,3,0,2020,October,19
12568,Alpine,California,3,0,2020,October,20
12626,Alpine,California,3,0,2020,October,21
12684,Alpine,California,3,0,2020,October,22
12742,Alpine,California,3,0,2020,October,23
12800,Alpine,California,3,0,2020,October,24
12858,Alpine,California,3,0,2020,October,25
12916,Alpine,California,3,0,2020,October,26
12974,Alpine,California,3,0,2020,October,27
13032,Alpine,California,3,0,2020,October,28
13090,Alpine,California,4,0,2020,October,29
13148,Alpine,California,4,0,2020,October,30
13206,Alpine,California,4,0,2020,October,31
13264,Alpine,California,4,0,2020,November,1
13322,Alpine,California,4,0,2020,November,2
13380,Alpine,California,4,0,2020,November,3
13438,Alpine,California,4,0,2020,November,4
13496,Alpine,California,5,0,2020,November,5
13554,Alpine,California,6,0,2020,November,6
13612,Alpine,California,6,0,2020,November,7
13670,Alpine,California,6,0,2020,November,8
13728,Alpine,California,6,0,2020,November,9
13786,Alpine,California,6,0,2020,November,10
13844,Alpine,California,9,0,2020,November,11
